2020-04-27,BR,Brazil,AMRO,5514,346
2020-04-28,BR,Brazil,AMRO,3379,189
2020-04-29,BR,Brazil,AMRO,4613,338
2020-04-30,BR,Brazil,AMRO,5385,474
2020-05-01,BR,Brazil,AMRO,6276,449
2020-05-02,BR,Brazil,AMRO,7218,435
2020-05-03,BR,Brazil,AMRO,6209,428
2020-05-04,BR,Brazil,AMRO,4970,421
2020-05-05,BR,Brazil,AMRO,4588,275
2020-05-06,BR,Brazil,AMRO,6633,296
2020-05-07,BR,Brazil,AMRO,6935,600
2020-05-08,BR,Brazil,AMRO,10503,615
2020-05-09,BR,Brazil,AMRO,9888,610
2020-05-10,BR,Brazil,AMRO,10222,751
2020-05-11,BR,Brazil,AMRO,10611,730
2020-05-12,BR,Brazil,AMRO,6760,496
2020-05-13,BR,Brazil,AMRO,5632,396
2020-05-14,BR,Brazil,AMRO,9258,881
2020-05-15,BR,Brazil,AMRO,11385,749
2020-05-16,BR,Brazil,AMRO,13944,844
2020-05-17,BR,Brazil,AMRO,15305,824
2020-05-18,BR,Brazil,AMRO,14919,816
2020-05-19,BR,Brazil,AMRO,7938,485
2020-05-20,BR,Brazil,AMRO,13140,674
2020-05-21,BR,Brazil,AMRO,17408,1179
2020-05-22,BR,Brazil,AMRO,19951,888
2020-05-23,BR,Brazil,AMRO,18508,1188
2020-05-24,BR,Brazil,AMRO,20803,1001
2020-05-25,BR,Brazil,AMRO,16508,965
2020-05-26,BR,Brazil,AMRO,15813,653
2020-05-27,BR,Brazil,AMRO,11687,807
2020-05-28,BR,Brazil,AMRO,16324,1039
2020-05-29,BR,Brazil,AMRO,20599,1086
2020-05-30,BR,Brazil,AMRO,26417,1156
2020-05-31,BR,Brazil,AMRO,26928,1124
2020-06-01,BR,Brazil,AMRO,33274,956
2020-06-02,BR,Brazil,AMRO,16409,480
2020-06-03,BR,Brazil,AMRO,11598,623
2020-06-04,BR,Brazil,AMRO,28936,1262
2020-06-05,BR,Brazil,AMRO,28633,1349
2020-06-06,BR,Brazil,AMRO,30925,1473
2020-06-07,BR,Brazil,AMRO,30830,1005
2020-06-08,BR,Brazil,AMRO,27075,904
2020-06-09,BR,Brazil,AMRO,18912,525
2020-06-10,BR,Brazil,AMRO,15654,679
2020-06-11,BR,Brazil,AMRO,32091,1272
2020-06-12,BR,Brazil,AMRO,32913,1274
2020-06-13,BR,Brazil,AMRO,30412,1239
2020-06-14,BR,Brazil,AMRO,25982,909
2020-06-15,BR,Brazil,AMRO,21704,892
2020-06-16,BR,Brazil,AMRO,17110,612
2020-06-17,BR,Brazil,AMRO,20647,627
2020-06-18,BR,Brazil,AMRO,34918,1282
2020-06-19,BR,Brazil,AMRO,32188,1269
2020-06-20,BR,Brazil,AMRO,22765,1238
2020-06-21,BR,Brazil,AMRO,54771,1206
2020-06-22,BR,Brazil,AMRO,34666,1022
2020-06-23,BR,Brazil,AMRO,17459,641
2020-06-24,BR,Brazil,AMRO,21432,654
2020-06-25,BR,Brazil,AMRO,39436,1374
2020-06-26,BR,Brazil,AMRO,42725,1185
2020-06-27,BR,Brazil,AMRO,39483,1141
2020-06-28,BR,Brazil,AMRO,46860,990
2020-06-29,BR,Brazil,AMRO,38693,1109
2020-06-30,BR,Brazil,AMRO,30476,552
2020-07-01,BR,Brazil,AMRO,24052,692
2020-07-02,BR,Brazil,AMRO,33846,1280
2020-07-03,BR,Brazil,AMRO,46712,1038
2020-07-04,BR,Brazil,AMRO,48105,1252
2020-07-05,BR,Brazil,AMRO,42223,1290
2020-07-06,BR,Brazil,AMRO,37923,1091
2020-07-07,BR,Brazil,AMRO,26051,602
2020-07-08,BR,Brazil,AMRO,20229,620
2020-07-09,BR,Brazil,AMRO,45305,1254
2020-07-10,BR,Brazil,AMRO,44571,1223
2020-07-11,BR,Brazil,AMRO,42619,1220
2020-07-12,BR,Brazil,AMRO,45048,1214
2020-07-13,BR,Brazil,AMRO,39023,1071
2020-07-14,BR,Brazil,AMRO,24831,631
2020-07-15,BR,Brazil,AMRO,20286,733
2020-07-16,BR,Brazil,AMRO,41857,1300
2020-07-17,BR,Brazil,AMRO,39924,1233
2020-07-18,BR,Brazil,AMRO,45403,1322
2020-07-19,BR,Brazil,AMRO,34177,1163
2020-07-20,BR,Brazil,AMRO,28532,921
2020-07-21,BR,Brazil,AMRO,23529,716
2020-07-22,BR,Brazil,AMRO,20257,632
2020-07-23,BR,Brazil,AMRO,41008,1367
2020-07-24,BR,Brazil,AMRO,67860,1284
2020-07-25,BR,Brazil,AMRO,59961,1311
2020-07-26,BR,Brazil,AMRO,55891,1156
2020-07-27,BR,Brazil,AMRO,51147,1211
2020-07-28,BR,Brazil,AMRO,24578,555
2020-07-29,BR,Brazil,AMRO,23284,614
2020-07-30,BR,Brazil,AMRO,40816,921
2020-07-31,BR,Brazil,AMRO,69074,1595
2020-08-01,BR,Brazil,AMRO,57837,1129
2020-08-02,BR,Brazil,AMRO,52383,1212
2020-08-03,BR,Brazil,AMRO,45392,1088
2020-08-04,BR,Brazil,AMRO,25800,541
2020-08-05,BR,Brazil,AMRO,16641,561
2020-08-06,BR,Brazil,AMRO,51603,1154
2020-08-07,BR,Brazil,AMRO,57152,1437
2020-08-08,BR,Brazil,AMRO,53139,1237
2020-08-09,BR,Brazil,AMRO,50230,1079
2020-08-10,BR,Brazil,AMRO,49970,905
2020-08-11,BR,Brazil,AMRO,23010,572
2020-08-12,BR,Brazil,AMRO,22048,703
2020-08-13,BR,Brazil,AMRO,52160,1274
2020-08-14,BR,Brazil,AMRO,55155,1175
2020-08-15,BR,Brazil,AMRO,60091,1262
2020-08-16,BR,Brazil,AMRO,50644,1060
2020-08-17,BR,Brazil,AMRO,41576,709
2020-08-18,BR,Brazil,AMRO,23101,620
2020-08-19,BR,Brazil,AMRO,19373,684
2020-08-20,BR,Brazil,AMRO,47784,1352
2020-08-21,BR,Brazil,AMRO,49298,1212
2020-08-22,BR,Brazil,AMRO,45323,1204
2020-08-23,BR,Brazil,AMRO,30355,1054
2020-08-24,BR,Brazil,AMRO,50032,892
2020-08-25,BR,Brazil,AMRO,23421,494
2020-08-26,BR,Brazil,AMRO,17078,565
2020-08-27,BR,Brazil,AMRO,47134,1271
2020-08-28,BR,Brazil,AMRO,47161,1085
2020-08-29,BR,Brazil,AMRO,44235,984
2020-08-30,BR,Brazil,AMRO,43412,855
2020-08-31,BR,Brazil,AMRO,41350,958
2020-09-01,BR,Brazil,AMRO,16158,366
2020-09-02,BR,Brazil,AMRO,45961,553
2020-09-03,BR,Brazil,AMRO,42659,1215
2020-09-04,BR,Brazil,AMRO,46934,1184
2020-09-05,BR,Brazil,AMRO,43773,834
2020-09-06,BR,Brazil,AMRO,51194,907
2020-09-07,BR,Brazil,AMRO,30168,682
2020-09-08,BR,Brazil,AMRO,14521,447
2020-09-09,BR,Brazil,AMRO,10273,310
2020-09-10,BR,Brazil,AMRO,14279,504
2020-09-11,BR,Brazil,AMRO,35816,1075
2020-09-12,BR,Brazil,AMRO,40557,983
2020-09-13,BR,Brazil,AMRO,43718,874
2020-09-14,BR,Brazil,AMRO,33523,814
2020-09-15,BR,Brazil,AMRO,14768,415
2020-09-16,BR,Brazil,AMRO,15155,381
2020-09-17,BR,Brazil,AMRO,36653,1113
2020-09-18,BR,Brazil,AMRO,36820,987
2020-09-19,BR,Brazil,AMRO,36303,829
2020-09-20,BR,Brazil,AMRO,39797,858
2020-09-21,BR,Brazil,AMRO,33057,739
2020-09-22,BR,Brazil,AMRO,16389,363
2020-09-23,BR,Brazil,AMRO,13439,377
2020-09-24,BR,Brazil,AMRO,33536,836
2020-09-25,BR,Brazil,AMRO,33281,869
2020-09-26,BR,Brazil,AMRO,32817,831
2020-09-27,BR,Brazil,AMRO,31911,729
2020-09-28,BR,Brazil,AMRO,28378,869
2020-09-29,BR,Brazil,AMRO,14318,335
2020-09-30,BR,Brazil,AMRO,13155,317
2020-10-01,BR,Brazil,AMRO,32058,863
2020-10-02,BR,Brazil,AMRO,33413,1031
2020-10-03,BR,Brazil,AMRO,36157,728
2020-10-04,BR,Brazil,AMRO,33431,708
2020-10-05,BR,Brazil,AMRO,26310,599
2020-10-06,BR,Brazil,AMRO,8456,365
2020-10-07,BR,Brazil,AMRO,11946,323
2020-10-08,BR,Brazil,AMRO,41906,819
2020-10-09,BR,Brazil,AMRO,31553,734
2020-10-10,BR,Brazil,AMRO,27750,729
2020-10-11,BR,Brazil,AMRO,27444,682
2020-10-12,BR,Brazil,AMRO,26749,559
2020-10-13,BR,Brazil,AMRO,12342,290
2020-10-14,BR,Brazil,AMRO,8429,201
2020-10-15,BR,Brazil,AMRO,10220,309
2020-10-16,BR,Brazil,AMRO,27235,749
2020-10-17,BR,Brazil,AMRO,28523,713
2020-10-18,BR,Brazil,AMRO,30914,754
2020-10-19,BR,Brazil,AMRO,24062,461
2020-10-20,BR,Brazil,AMRO,10982,230
2020-10-21,BR,Brazil,AMRO,15383,271
2020-10-22,BR,Brazil,AMRO,23227,661
2020-10-23,BR,Brazil,AMRO,24818,566
2020-10-24,BR,Brazil,AMRO,24858,497
2020-10-25,BR,Brazil,AMRO,30026,571
2020-10-26,BR,Brazil,AMRO,26979,432
2020-10-27,BR,Brazil,AMRO,13493,231
2020-10-28,BR,Brazil,AMRO,15726,263
2020-10-29,BR,Brazil,AMRO,29787,549
2020-10-30,BR,Brazil,AMRO,28629,510
2020-10-31,BR,Brazil,AMRO,26106,513
2020-11-01,BR,Brazil,AMRO,22282,508
2020-11-02,BR,Brazil,AMRO,18947,407
2020-11-03,BR,Brazil,AMRO,10100,190
2020-11-04,BR,Brazil,AMRO,8501,179
2020-11-05,BR,Brazil,AMRO,11843,243
2020-11-06,BR,Brazil,AMRO,23976,610
2020-11-07,BR,Brazil,AMRO,22294,630
2020-11-08,BR,Brazil,AMRO,18862,279
2020-11-09,BR,Brazil,AMRO,22380,254
2020-11-10,BR,Brazil,AMRO,10554,128
2020-11-11,BR,Brazil,AMRO,10917,231
2020-11-12,BR,Brazil,AMRO,25012,201
2020-11-13,BR,Brazil,AMRO,48331,544
2020-11-14,BR,Brazil,AMRO,33207,908
2020-11-15,BR,Brazil,AMRO,29070,456
2020-11-16,BR,Brazil,AMRO,38307,921
2020-11-17,BR,Brazil,AMRO,14134,140
2020-11-18,BR,Brazil,AMRO,13371,216
2020-11-19,BR,Brazil,AMRO,35294,685
2020-11-20,BR,Brazil,AMRO,34091,756
2020-11-21,BR,Brazil,AMRO,35918,606
2020-11-22,BR,Brazil,AMRO,38397,552
2020-11-23,BR,Brazil,AMRO,32622,376
2020-11-24,BR,Brazil,AMRO,18615,194
2020-11-25,BR,Brazil,AMRO,16207,302
2020-11-26,BR,Brazil,AMRO,31100,630
2020-11-27,BR,Brazil,AMRO,47898,654
2020-11-28,BR,Brazil,AMRO,37614,691
2020-11-29,BR,Brazil,AMRO,34130,514
2020-11-30,BR,Brazil,AMRO,51922,587
2020-12-01,BR,Brazil,AMRO,24468,272
2020-12-02,BR,Brazil,AMRO,21138,287
2020-12-03,BR,Brazil,AMRO,50909,697
2020-12-04,BR,Brazil,AMRO,49863,698
2020-12-05,BR,Brazil,AMRO,50434,755
2020-12-06,BR,Brazil,AMRO,46884,694
2020-12-07,BR,Brazil,AMRO,43209,664
2020-12-08,BR,Brazil,AMRO,26363,313
2020-12-09,BR,Brazil,AMRO,20371,376
2020-12-10,BR,Brazil,AMRO,51088,842
2020-12-11,BR,Brazil,AMRO,53453,836
2020-12-12,BR,Brazil,AMRO,53347,770
2020-12-13,BR,Brazil,AMRO,54428,672
2020-12-14,BR,Brazil,AMRO,43900,686
2020-12-15,BR,Brazil,AMRO,21825,279
2020-12-16,BR,Brazil,AMRO,25193,433
2020-12-17,BR,Brazil,AMRO,42889,964
2020-12-18,BR,Brazil,AMRO,70574,936
2020-12-19,BR,Brazil,AMRO,69826,1092
2020-12-20,BR,Brazil,AMRO,52544,823
2020-12-21,BR,Brazil,AMRO,50177,706
2020-12-22,BR,Brazil,AMRO,25445,408
2020-12-23,BR,Brazil,AMRO,25019,527
2020-12-24,BR,Brazil,AMRO,55202,968
2020-12-25,BR,Brazil,AMRO,46696,961
2020-12-26,BR,Brazil,AMRO,60076,786
2020-12-27,BR,Brazil,AMRO,22967,482
2020-12-28,BR,Brazil,AMRO,17246,307
2020-12-29,BR,Brazil,AMRO,18479,344
2020-12-30,BR,Brazil,AMRO,20548,431
2020-12-31,BR,Brazil,AMRO,58718,1111
2021-01-01,BR,Brazil,AMRO,55649,1194
2021-01-02,BR,Brazil,AMRO,56773,1074
2021-01-03,BR,Brazil,AMRO,24605,462
2021-01-04,BR,Brazil,AMRO,15827,314
2021-01-05,BR,Brazil,AMRO,17341,293
2021-01-06,BR,Brazil,AMRO,20006,543
2021-01-07,BR,Brazil,AMRO,56648,1171
2021-01-08,BR,Brazil,AMRO,63430,1242
2021-01-09,BR,Brazil,AMRO,87843,1524
2021-01-10,BR,Brazil,AMRO,52035,962
2021-01-11,BR,Brazil,AMRO,62290,1171
2021-01-12,BR,Brazil,AMRO,29792,469
2021-01-13,BR,Brazil,AMRO,25822,480
2021-01-14,BR,Brazil,AMRO,64025,1110
2021-01-15,BR,Brazil,AMRO,60899,1274
2021-01-16,BR,Brazil,AMRO,67758,1131
2021-01-17,BR,Brazil,AMRO,69198,1151
2021-01-18,BR,Brazil,AMRO,61567,1050
2021-01-19,BR,Brazil,AMRO,33040,551
2021-01-20,BR,Brazil,AMRO,23671,452
2021-01-21,BR,Brazil,AMRO,62094,1192
2021-01-22,BR,Brazil,AMRO,64385,1340
2021-01-23,BR,Brazil,AMRO,59119,1316
2021-01-24,BR,Brazil,AMRO,56552,1096
2021-01-25,BR,Brazil,AMRO,62334,1202
2021-01-26,BR,Brazil,AMRO,28323,592
2021-01-27,BR,Brazil,AMRO,26816,627
2021-01-28,BR,Brazil,AMRO,61963,1214
2021-01-29,BR,Brazil,AMRO,63520,1283
2021-01-30,BR,Brazil,AMRO,61811,1386
2021-01-31,BR,Brazil,AMRO,59826,1119
2021-02-01,BR,Brazil,AMRO,58462,1279
2021-02-02,BR,Brazil,AMRO,27756,559
2021-02-03,BR,Brazil,AMRO,24591,595
2021-02-04,BR,Brazil,AMRO,54096,1210
2021-02-05,BR,Brazil,AMRO,56002,1254
2021-02-06,BR,Brazil,AMRO,56873,1232
2021-02-07,BR,Brazil,AMRO,50872,1239
2021-02-08,BR,Brazil,AMRO,50630,978
2021-02-09,BR,Brazil,AMRO,26845,522
2021-02-10,BR,Brazil,AMRO,23439,636
2021-02-11,BR,Brazil,AMRO,51486,1350
2021-02-12,BR,Brazil,AMRO,59602,1330
2021-02-13,BR,Brazil,AMRO,54742,1351
2021-02-14,BR,Brazil,AMRO,51546,1288
2021-02-15,BR,Brazil,AMRO,44299,1043
2021-02-16,BR,Brazil,AMRO,24759,713
2021-02-17,BR,Brazil,AMRO,32197,528
2021-02-18,BR,Brazil,AMRO,55271,1167
2021-02-19,BR,Brazil,AMRO,56766,1150
2021-02-20,BR,Brazil,AMRO,51879,1367
2021-02-21,BR,Brazil,AMRO,51050,1308
2021-02-22,BR,Brazil,AMRO,57472,1212
2021-02-23,BR,Brazil,AMRO,29026,527
2021-02-24,BR,Brazil,AMRO,26986,639
2021-02-25,BR,Brazil,AMRO,62715,1386
2021-02-26,BR,Brazil,AMRO,66588,1428
2021-02-27,BR,Brazil,AMRO,65998,1541
2021-02-28,BR,Brazil,AMRO,65169,1337
2021-03-01,BR,Brazil,AMRO,61602,1386
2021-03-02,BR,Brazil,AMRO,34027,721
2021-03-03,BR,Brazil,AMRO,35742,778
2021-03-04,BR,Brazil,AMRO,59925,1641
2021-03-05,BR,Brazil,AMRO,71704,1910
2021-03-06,BR,Brazil,AMRO,75102,1699
2021-03-07,BR,Brazil,AMRO,75495,1800
2021-03-08,BR,Brazil,AMRO,69609,1555
2021-03-09,BR,Brazil,AMRO,80508,1086
2021-03-10,BR,Brazil,AMRO,32321,987
2021-03-11,BR,Brazil,AMRO,70764,1972
2021-03-12,BR,Brazil,AMRO,79876,2286
2021-03-13,BR,Brazil,AMRO,75412,2233
2021-03-14,BR,Brazil,AMRO,85663,2216
2021-03-15,BR,Brazil,AMRO,76178,1997
2021-03-16,BR,Brazil,AMRO,43812,1127
2021-03-17,BR,Brazil,AMRO,36239,1057
2021-03-18,BR,Brazil,AMRO,83926,2841
2021-03-19,BR,Brazil,AMRO,90303,2648
2021-03-20,BR,Brazil,AMRO,86982,2724
2021-03-21,BR,Brazil,AMRO,90570,2815
2021-03-22,BR,Brazil,AMRO,79069,2438
2021-03-23,BR,Brazil,AMRO,47774,1290
2021-03-24,BR,Brazil,AMRO,49293,1383
2021-03-25,BR,Brazil,AMRO,82493,3251
2021-03-26,BR,Brazil,AMRO,89992,2009
2021-03-27,BR,Brazil,AMRO,100158,2777
2021-03-28,BR,Brazil,AMRO,84245,3650
2021-03-29,BR,Brazil,AMRO,85948,3438
2021-03-30,BR,Brazil,AMRO,44326,1656
2021-03-31,BR,Brazil,AMRO,38927,1660
2021-04-01,BR,Brazil,AMRO,84494,3780
2021-04-02,BR,Brazil,AMRO,90638,3869
2021-04-03,BR,Brazil,AMRO,91097,3769
2021-04-04,BR,Brazil,AMRO,70238,2922
2021-04-05,BR,Brazil,AMRO,43515,1987
2021-04-06,BR,Brazil,AMRO,31359,1240
2021-04-07,BR,Brazil,AMRO,28645,1319
2021-04-08,BR,Brazil,AMRO,86979,4195
2021-04-09,BR,Brazil,AMRO,92625,3829
2021-04-10,BR,Brazil,AMRO,86652,4249
2021-04-11,BR,Brazil,AMRO,93317,3693
2021-04-12,BR,Brazil,AMRO,71832,2616
2021-04-13,BR,Brazil,AMRO,37017,1803
2021-04-14,BR,Brazil,AMRO,35785,1480
2021-04-15,BR,Brazil,AMRO,82186,3808
2021-04-16,BR,Brazil,AMRO,73513,3459
2021-04-17,BR,Brazil,AMRO,73174,3560
2021-04-18,BR,Brazil,AMRO,85774,3305
2021-04-19,BR,Brazil,AMRO,67636,2929
2021-04-20,BR,Brazil,AMRO,42980,1657
2021-04-21,BR,Brazil,AMRO,30624,1347
2021-04-22,BR,Brazil,AMRO,69381,3321
2021-04-23,BR,Brazil,AMRO,79719,3472
2021-04-24,BR,Brazil,AMRO,45178,2027
2021-04-25,BR,Brazil,AMRO,69105,2914
2021-04-26,BR,Brazil,AMRO,71137,3076
2021-04-27,BR,Brazil,AMRO,32572,1305
2021-04-28,BR,Brazil,AMRO,28636,1139
2021-04-29,BR,Brazil,AMRO,72140,3086
2021-04-30,BR,Brazil,AMRO,79726,3163
2021-05-01,BR,Brazil,AMRO,69389,3001
2021-05-02,BR,Brazil,AMRO,68333,2595
2021-05-03,BR,Brazil,AMRO,66964,2656
2021-05-04,BR,Brazil,AMRO,28935,1202
2021-05-05,BR,Brazil,AMRO,24619,983
2021-05-06,BR,Brazil,AMRO,77359,2966
2021-05-07,BR,Brazil,AMRO,73295,2811
2021-05-08,BR,Brazil,AMRO,73380,2550
2021-05-09,BR,Brazil,AMRO,78886,2165
2021-05-10,BR,Brazil,AMRO,63430,2202
2021-05-11,BR,Brazil,AMRO,38911,1024
2021-05-12,BR,Brazil,AMRO,25200,889
2021-05-13,BR,Brazil,AMRO,72715,2311
2021-05-14,BR,Brazil,AMRO,76692,2494
2021-05-15,BR,Brazil,AMRO,74592,2383
2021-05-16,BR,Brazil,AMRO,85536,2211
2021-05-17,BR,Brazil,AMRO,67009,2087
2021-05-18,BR,Brazil,AMRO,40941,1036
2021-05-19,BR,Brazil,AMRO,29916,786
2021-05-20,BR,Brazil,AMRO,75445,2513
2021-05-21,BR,Brazil,AMRO,79219,2641
2021-05-22,BR,Brazil,AMRO,82039,2403
2021-05-23,BR,Brazil,AMRO,76855,2215
2021-05-24,BR,Brazil,AMRO,76490,1899
2021-05-25,BR,Brazil,AMRO,35819,860
2021-05-26,BR,Brazil,AMRO,37498,790
2021-05-27,BR,Brazil,AMRO,73453,2173
2021-05-28,BR,Brazil,AMRO,80486,2398
2021-05-29,BR,Brazil,AMRO,67467,2245
2021-05-30,BR,Brazil,AMRO,49768,2371
2021-05-31,BR,Brazil,AMRO,79670,2012
2021-06-01,BR,Brazil,AMRO,43520,874
2021-06-02,BR,Brazil,AMRO,30434,860
2021-06-03,BR,Brazil,AMRO,78926,2408
2021-06-04,BR,Brazil,AMRO,95601,2507
2021-06-05,BR,Brazil,AMRO,83391,1682
2021-06-06,BR,Brazil,AMRO,37936,1454
2021-06-07,BR,Brazil,AMRO,66017,1689
2021-06-08,BR,Brazil,AMRO,39637,873
2021-06-09,BR,Brazil,AMRO,37156,1010
2021-06-10,BR,Brazil,AMRO,52911,2378
2021-06-11,BR,Brazil,AMRO,85748,2723
2021-06-12,BR,Brazil,AMRO,88092,2504
2021-06-13,BR,Brazil,AMRO,85149,2216
2021-06-14,BR,Brazil,AMRO,78700,2037
2021-06-15,BR,Brazil,AMRO,37948,1129
2021-06-16,BR,Brazil,AMRO,39846,827
2021-06-17,BR,Brazil,AMRO,80609,2468
2021-06-18,BR,Brazil,AMRO,95367,2997
2021-06-19,BR,Brazil,AMRO,74042,2311
2021-06-20,BR,Brazil,AMRO,98832,2495
2021-06-21,BR,Brazil,AMRO,82288,2301
2021-06-22,BR,Brazil,AMRO,44178,1025
2021-06-23,BR,Brazil,AMRO,38903,761
2021-06-24,BR,Brazil,AMRO,87822,2131
2021-06-25,BR,Brazil,AMRO,115228,2392
2021-06-26,BR,Brazil,AMRO,73602,2032
2021-06-27,BR,Brazil,AMRO,79277,2001
2021-06-28,BR,Brazil,AMRO,64134,1593
2021-06-29,BR,Brazil,AMRO,33704,739
2021-06-30,BR,Brazil,AMRO,27804,618
2021-07-01,BR,Brazil,AMRO,64903,1893
2021-07-02,BR,Brazil,AMRO,43836,2081
2021-07-03,BR,Brazil,AMRO,65163,2029
2021-07-04,BR,Brazil,AMRO,65165,1857
2021-07-05,BR,Brazil,AMRO,54556,1635
2021-07-06,BR,Brazil,AMRO,27783,830
2021-07-07,BR,Brazil,AMRO,22703,695
2021-07-08,BR,Brazil,AMRO,62504,1780
2021-07-09,BR,Brazil,AMRO,54022,1648
